,SectorId,Sector,IndustryGroupId,IndustryGroup,IndustryId,Industry,SubIndustryId,SubIndustry,SubIndustryDescription,ClimateRiskMitigation
83,30,Consumer Staples,3020,"Food, Beverage & Tobacco",302010,Beverages,30201020,Distillers & Vintners,"Distillers, vintners and producers of alcoholic beverages not classified in the Brewers Sub-Industry.","[
    { ""risk"":""Extreme weather events damaging crops"", ""mitigation"":""Developing a diverse supply chain and crop insurance schemes"" },
    { ""risk"":""Water scarcity affecting production"", ""mitigation"":""Investing in water efficiency technologies and practices"" },
    { ""risk"":""Increased regulation around water usage"", ""mitigation"":""Developing good water stewardship practices"" },
    { ""risk"":""Changing consumer preferences due to climate consciousness"", ""mitigation"":""Creating sustainable and eco-friendly products"" },
    { ""risk"":""Rising temperatures affecting crop growth"", ""mitigation"":""Investing in research for heat resistant crop varieties"" },
    { ""risk"":""Higher transportation costs due to fuel price volatility"", ""mitigation"":""Investing in efficient logistics and renewable energy sources"" },
    { ""risk"":""Supply chain disruptions due to extreme weather"", ""mitigation"":""Having multiple suppliers in different locations"" },
    { ""risk"":""Increased energy costs"", ""mitigation"":""Investing in energy efficiency and renewable energy sources"" },
    { ""risk"":""Impacts on local communities where production is based"", ""mitigation"":""Developing good community relations and contributing to local resilience initiatives"" },
    { ""risk"":""Carbon pricing affecting cost of production"", ""mitigation"":""Reducing carbon footprint through efficient practices and renewable energy"" }
]"
84,30,Consumer Staples,3020,"Food, Beverage & Tobacco",302010,Beverages,30201030,Soft Drinks,Producers of non-alcoholic beverages including mineral waters. Excludes producers of milk classified in the Packaged Foods Sub-Industry.,"[
  {
    ""risk"": ""Water Scarcity"",
    ""mitigation"": ""Implementing water conservation practices and use of recycled or non-potable water in production process""
  },
  {
    ""risk"": ""Increased Production Costs"",
    ""mitigation"": ""Investment in energy efficient equipment and technologies to reduce reliance on fossil fuels""
  },
  {
    ""risk"": ""Changes in Crop Availability due to weather extremities"",
    ""mitigation"": ""Diversifying supply chains, sourcing from a variety of regions""
  },
  {
    ""risk"": ""Regulatory Risks caused by climate change policies"",
    ""mitigation"": ""Staying informed about policy changes, lobbying for favorable terms, compliance with regulations""
  },
  {
    ""risk"": ""Damage to reputation due to inadequate response to climate change"",
    ""mitigation"": ""Implementing a robust sustainability strategy and communicating it transparently to stakeholders""
  },
  {
    ""risk"": ""Increased Transportation Costs due to fuel prices"",
    ""mitigation"": ""Exploring alternative methods of transportation or fuel efficient vehicles for distribution""
  },
  {
    ""risk"": ""Potential Consumer Adoption of Low-Carbon Products"",
    ""mitigation"": ""Investing in research and development to create low-carbon products and adapt with market trends""
  },
  {
    ""risk"": ""Supply Chain Disruption due to extreme weather events"",
    ""mitigation"": ""Creating a resilient and diversified supply chain to minimise impact""
  }
]"
85,30,Consumer Staples,3020,"Food, Beverage & Tobacco",302020,Food Products,30202010,Agricultural Products,"Producers of agricultural products. Includes crop growers, owners of plantations and companies that produce and process foods but do not package and market them. Excludes companies classified in the Forest Products Sub-Industry and those that package and market the food products classified in the Packaged Foods Sub-Industry.","[
  {
    ""risk"": ""Drought leading to crop failure and reduced yield."",
    ""mitigation"": ""Invest in irrigation systems, Drought-resistant crops and crop insurance.""
  },
  {
    ""risk"": ""Flooding due to increased precipitation disrupting harvesting and sowing schedules."",
    ""mitigation"": ""Investment in flood control infrastructure, Diversify crops and location of farms to areas less vulnerable to flooding.""
  },
  {
    ""risk"": ""Rising temperatures resulting in heat stress and sub-optimal growth conditions for crops."",
    ""mitigation"": ""Use of heat-tolerant crops, Modify planting dates to avoid peak heat conditions.""
  },
  {
    ""risk"": ""Increased pests and weeds due to warmer climates disrupting crop health and yield."",
    ""mitigation"": ""Invest in integrated pest management strategies, Use of resistant crop varieties.""
  },
  {
    ""risk"": ""Increased frequency of extreme weather events causing severe damage to crops."",
    ""mitigation"": ""Invest in crop insurance, Develop disaster response strategies.""
  },
  {
    ""risk"": ""Disruption in the supply chain due to climate disasters, leading to delays in selling and transporting goods."",
    ""mitigation"": ""Develop robust and flexible supply chains, Partner with local suppliers to reduce transportation needs.""
  },
  {
    ""risk"": ""Reduced water availability for irrigation due to drying up of water resources."",
    ""mitigation"": ""Invest in water-saving technologies, Improve irrigation efficiency.""
  },
  {
    ""risk"": ""Soil degradation and erosion due to increased rainfall and flooding."",
    ""mitigation"": ""Invest in sustainable farming practices, Use of cover crops and mulching to protect soil.""
  }
]"
86,30,Consumer Staples,3020,"Food, Beverage & Tobacco",302020,Food Products,30202030,Packaged Foods & Meats,"Producers of packaged foods including dairy products, fruit juices, meats, poultry, fish and pet foods.","[
    {
        ""risk"": ""Extreme weather events can disrupt supply chain operations."",
        ""mitigation"": ""Develop robust supplier partnerships and create contingency plans for potential disruptions.""
    },
    {
        ""risk"": ""Climate change can affect the availability and cost of key ingredients."",
        ""mitigation"": ""Diversify source of key ingredients to reduce dependence on a single region.""
    },
    {
        ""risk"": ""Increased temperature can cause spoilage during transportation."",
        ""mitigation"": ""Invest in temperature controlled and efficient transportation to maintain product quality.""
    },
    {
        ""risk"": ""Increased frequency of drought may affect water availability for product manufacturing."",
        ""mitigation"": ""Implement water efficiency measures in manufacturing processes and consider sourcing from regions with abundant water supply.""
    },
    {
        ""risk"": ""Regulatory changes related to greenhouse gas emissions can increase operating costs."",
        ""mitigation"": ""Invest in renewable energy and carbon offset projects to reduce carbon footprint.""
    },
    {
        ""risk"": ""Change in growing conditions can affect availability and quality of ingredients."",
        ""mitigation"": ""Invest in research to develop varieties of crops resilient to climate changes.""
    },
    {
        ""risk"": ""Climate change can increase prevalence of pests and diseases affecting crops and livestocks."",
        ""mitigation"": ""Invest in integrated pest management strategies and veterinary services to maintain supply of high-quality raw materials.""
    }
]"
87,30,Consumer Staples,3020,"Food, Beverage & Tobacco",302030,Tobacco,30203010,Tobacco,Manufacturers of cigarettes and other tobacco products.,"[
  {
    ""risk"": ""Extreme weather events disrupting supply chain"",
    ""mitigation"": ""Setting up alternate supply chains and disaster recovery plans""
  },
  {
    ""risk"": ""Changes in crop yield due to changing climate conditions"",
    ""mitigation"": ""Investing in crop diversification and research into more resilient crop strains""
  },
  {
    ""risk"": ""Increased water scarcity affecting tobacco growth"",
    ""mitigation"": ""Inventory management and exploring water efficient irrigation methods""
  },
  {
    ""risk"": ""Increase in pests or diseases affecting crops due to changing weather patterns"",
    ""mitigation"": ""Investing in biotechnology for pest resistant crop strains""
  },
  {
    ""risk"": ""Rising legislation and regulatory pressures concerning climate change"",
    ""mitigation"": ""Engaging in sustainable practices and green initiatives""
  },
  {
    ""risk"": ""Increasing public health concerns leading to decrease in consumption"",
    ""mitigation"": ""Product diversification and socially responsible marketing""
  },
  {
    ""risk"": ""Operational disruptions due to higher temperature"",
    ""mitigation"": ""Efficient energy management and cooling systems""
  },
  {
    ""risk"": ""Reputational risk related to climate change"",
    ""mitigation"": ""Transparent sustainability reporting and stakeholder engagement""
  },
  {
    ""risk"": ""Financial risk due to increased costs of adaptation to climate change"",
    ""mitigation"": ""Effective climate risk management and scenario planning""
  },
  {
    ""risk"": ""Physical risks due to sea level rise affecting coastal facilities"",
    ""mitigation"": ""Relocation or adequate protection of high risk facilities""
  }
]"
88,30,Consumer Staples,3030,Household & Personal Products,303010,Household Products,30301010,Household Products,"Producers of non-durable household products, including detergents, soaps, diapers and other tissue and household paper products not classified in the Paper Products Sub-Industry.","[
  {
    ""risk"": ""Increased operational costs due to carbon pricing initiatives"",
    ""mitigation"": ""Investing in renewable energy sources for production processes""
  },
  {
    ""risk"": ""Disruptions in supply chain due to extreme weather events"",
    ""mitigation"": ""Implementing robust disaster management plans and diversifying supply chain""
  },
  {
    ""risk"": ""Reduced availability and increased cost of water due to climate change impacts"",
    ""mitigation"": ""Increasing water use efficiency in production processes and investing in water recycling technologies""
  },
  {
    ""risk"": ""Regulatory restrictions or bans on certain products due to their environmental impact"",
    ""mitigation"": ""Researching and developing more environmentally friendly alternatives""
  },
  {
    ""risk"": ""Loss of market share due to shifting consumer preferences towards environmentally responsible products"",
    ""mitigation"": ""Making sustainability a core part of product design and marketing strategy""
  },
  {
    ""risk"": ""Potential litigation due to environmental impacts or non-compliance with regulations"",
    ""mitigation"": ""Maintaining rigorous compliance monitoring and investing in sustainable business practices""
  },
  {
    ""risk"": ""Reputational damage due to perceived lack of action on climate change issues"",
    ""mitigation"": ""Demonstrating leadership in sustainability initiatives and transparently communicating these efforts to the public""
  }
]"
89,30,Consumer Staples,3030,Household & Personal Products,303020,Personal Products,30302010,Personal Products,"Manufacturers of personal and beauty care products, including cosmetics and perfumes.","[
  {
    ""risk"": ""Disruption of supply chains due to extreme weather events"",
    ""mitigation"": ""Creating diversified supply chains and investing in local suppliers to minimize dependence on single source""
  },
  {
    ""risk"": ""Increase in production costs due to rising prices for natural resources"",
    ""mitigation"": ""Investing in innovative technologies to increase efficiency in resource use and exploring alternatives to natural resources""
  },
  {
    ""risk"": ""Risk of products causing harm to environment and consequently brand damage"",
    ""mitigation"": ""Developing environmentally-friendly products that have minimal impact on the environment""
  },
  {
    ""risk"": ""Increase in energy costs due to climate change policies"",
    ""mitigation"": ""Investing in energy efficient technologies and renewable energy sources to reduce energy costs""
  },
  {
    ""risk"": ""Water scarcity affecting product production"",
    ""mitigation"": ""Investing in water-saving technologies and implementing water recycling processes in the manufacturing process""
  },
  {
    ""risk"": ""Regulatory risk from government policies on climate change"",
    ""mitigation"": ""Engaging in active dialogues with policy makers, staying informed about policy updates, and adapting business strategies accordingly""
  },
  {
    ""risk"": ""Reputational risk from consumers' increasing awareness of climate change"",
    ""mitigation"": ""Practicing transparency in environmental impact reporting and actively engaging in sustainability initiatives""
  },
  {
    ""risk"": ""Health hazards from harmful chemicals used in products"",
    ""mitigation"": ""Relying on natural and organic ingredients in the manufacturing process and continuously investing in research and development to identify safer alternatives""
  },
  {
    ""risk"": ""Potential lawsuits and fines related to environmental violations"",
    ""mitigation"": ""Adhering to strict environmental compliance procedures and regularly auditing operations for any potential violations""
  }
]"
90,35,Health Care,3510,Health Care Equipment & Services,351010,Health Care Equipment & Supplies,35101010,Health Care Equipment,"Manufacturers of health care equipment and devices. Includes medical instruments, drug delivery systems, cardiovascular & orthopedic devices, and diagnostic equipment.","[
  {
    ""risk"": ""Environmental regulations"",
    ""mitigation"": ""Compliance with all local, regional, and international environmental laws and regulations""
  },
  {
    ""risk"": ""Impacts of severe weather conditions"",
    ""mitigation"": ""Contingency planning and optimizing supply chain management""
  },
  {
    ""risk"": ""Increased energy costs"",
    ""mitigation"": ""Investing in energy-efficient facilities and technologies""
  },
  {
    ""risk"": ""Water shortage affecting production"",
    ""mitigation"": ""Implementing water-efficient processes and recycling in the production lines""
  },
  {
    ""risk"": ""Climate-related supply chain disruptions"",
    ""mitigation"": ""Diversifying suppliers, investing in resilience of supply chain""
  },
  {
    ""risk"": ""Climate-related health risks affecting labor force"",
    ""mitigation"": ""Health and safety training, offering climate-related health benefits""
  },
  {
    ""risk"": ""Potential reputational damage due to poor environmental performance"",
    ""mitigation"": ""Engaging in sustainable practices, promoting corporate social responsibility""
  },
  {
    ""risk"": ""Business interruption due to climate caused disasters"",
    ""mitigation"": ""Investing in disaster recovery planning and business continuity plans""
  }
]"
91,35,Health Care,3510,Health Care Equipment & Services,351010,Health Care Equipment & Supplies,35101020,Health Care Supplies,"Manufacturers of health care supplies and medical products not classified elsewhere. Includes eye care products, hospital supplies, and safety needle & syringe devices.","[
  {
    ""risk"": ""Disruption in the supply chain due to extreme weather events"",
    ""mitigation"": ""Diversify supply chains and inventory to limit dependency on one location""
  },
  {
    ""risk"": ""Increased operational cost due to implementation of carbon taxes"",
    ""mitigation"": ""Invest in eco-friendly and sustainable manufacturing processes""
  },
  {
    ""risk"": ""Damage to facilities due to natural disasters"",
    ""mitigation"": ""Establish contingency plans and ensure proper insurance coverage""
  },
  {
    ""risk"": ""Increased energy costs due to climate policy changes"",
    ""mitigation"": ""Adopt energy efficient technologies and renewable energy sources""
  },
  {
    ""risk"": ""Fluctuation in demand for products due to climate related health issues"",
    ""mitigation"": ""Diversify product range to cater for a wider variety health issues""
  },
  {
    ""risk"": ""Potential legal liabilities associated with environmental regulations"",
    ""mitigation"": ""Ensure compliance with all current and projected environmental regulations""
  },
  {
    ""risk"": ""Reputational damage for not addressing climate change"",
    ""mitigation"": ""Develop a positive corporate social responsibility policy including monitoring and public reporting of environmental impact""
  },
  {
    ""risk"": ""Increased raw material costs due to scarcity from climate impacts"",
    ""mitigation"": ""Source alternative materials or develop relationships with multiple suppliers""
  }
]"
92,35,Health Care,3510,Health Care Equipment & Services,351020,Health Care Providers & Services,35102010,Health Care Distributors,Distributors and wholesalers of health care products not classified elsewhere.,"[
  {
    ""risk"": ""Disruption in supply chain due to extreme weather events"",
    ""mitigation"": ""Developing a robust, diversified supply chain management system and insurances against such disruptions""
  },
  {
    ""risk"": ""Rise in operational costs due to new environmental regulations"",
    ""mitigation"": ""Investing in eco-friendly technology and practices to comply with stringent environmental regulations""
  },
  {
    ""risk"": ""Reduced availability or increased cost of resources due to natural catastrophes"",
    ""mitigation"": ""Establishing a long-term strategy that includes alternative resources procurement options""
  },
  {
    ""risk"": ""Damage to storage facilities due to extreme weather conditions"",
    ""mitigation"": ""Investing in robust, climate-resilient infrastructure and insurance to cover potential damages""
  },
  {
    ""risk"": ""Increased transportation costs due to fuel price volatility"",
    ""mitigation"": ""Exploring and adopting fuel-efficient vehicles or alternative modes of transportation""
  },
  {
    ""risk"": ""Risk of reputational damage due to lack of corporate social responsibility in addressing climate issues"",
    ""mitigation"": ""Developing and promoting a strong corporate social responsibility strategy that incorporates climate change mitigation""
  },
  {
    ""risk"": ""Product spoilage due to extreme climate events"",
    ""mitigation"": ""Investing in proper storage, tracking, and handling systems""
  }
]"
93,35,Health Care,3510,Health Care Equipment & Services,351020,Health Care Providers & Services,35102015,Health Care Services,"Providers of patient health care services not classified elsewhere. Includes dialysis centers, lab testing services, and pharmacy management services. Also includes companies providing business support services to health care providers, such as clerical support services, collection agency services, staffing services and outsourced sales & marketing services","[
  {
    ""risk"": ""Extreme weather events disrupting service"",
    ""mitigation"": ""Invest in resilient infrastructure and develop contingency plans""
  },
  {
    ""risk"": ""Increased demand due to health impacts of climate change"",
    ""mitigation"": ""Expand capacity and resources to meet increased demand""
  },
  {
    ""risk"": ""Power outages caused by climate-related disasters"",
    ""mitigation"": ""Invest in backup power systems and renewable energy sources""
  },
  {
    ""risk"": ""Supply chain disruptions due to climate change"",
    ""mitigation"": ""Diversify supply chain and establish strategic partnerships""
  },
  {
    ""risk"": ""Increased operational costs due to need for emergency response to climate events"",
    ""mitigation"": ""Incorporate climate scenario planning into strategic planning processes""
  },
  {
    ""risk"": ""Regulatory risks associated with carbon emissions"",
    ""mitigation"": ""Implement carbon reduction initiatives and track carbon footprint""
  },
  {
    ""risk"": ""Health risks to employees due to heat stress and other climate-related conditions"",
    ""mitigation"": ""Implement comprehensive employee health and safety programs""
  },
  {
    ""risk"": ""Possible damage or loss of assets due to severe weather"",
    ""mitigation"": ""Purchase suitable insurance coverage for company assets""
  },
  {
    ""risk"": ""Reputational damage due to perceived inaction on climate change"",
    ""mitigation"": ""Implement sustainability programs and transparently communicate efforts""
  }
]"
94,35,Health Care,3510,Health Care Equipment & Services,351020,Health Care Providers & Services,35102020,Health Care Facilities,"Owners and operators of health care facilities, including hospitals, nursing homes, rehabilitation centers and animal hospitals.","[
{
""risk"": ""Increase in infectious diseases due to climate change"",
""mitigation"": ""Investing in intensive efforts to maintain hygiene standards, infrastructure development to prevent transmission of diseases and training for employees to handle such situations.""
},
{
""risk"": ""Heatwaves causing service interruptions"",
""mitigation"": ""Enhancing facilities with backup power systems and efficient air conditioning systems. Making provisions for emergency situations like heatwaves.""
},
{
""risk"": ""Flooding or natural disasters damaging facilities"",
""mitigation"": ""Locating facilities in areas less likely to face these risks, developing emergency preparedness plans, and insuring assets against damage.""
},
{
""risk"": ""Scarcity of water affecting hygiene and cleanliness"",
""mitigation"": ""Implementing water-efficient practices, recycling water where possible and using alternative sources.""
},
{
""risk"": ""Increased demand for healthcare due to climate-related diseases"",
""mitigation"": ""Ensuring the facility has the capacity to handle increased patient volume, preparing for potential pandemics related to climate change.""
},
{
""risk"": ""Energy supply instability due to extreme weather events"",
""mitigation"": ""Investing in reliable and sustainable energy sources such as solar or wind power, having a backup energy supply.""
},
{
""risk"": ""Rising operational costs due to higher energy prices"",
""mitigation"": ""Investing in energy-efficient equipment and buildings, adopting sustainability initiatives.""
}
]"
95,35,Health Care,3510,Health Care Equipment & Services,351020,Health Care Providers & Services,35102030,Managed Health Care,Owners and operators of Health Maintenance Organizations (HMOs) and other managed plans.,"[
  {
    ""risk"": ""Increased operating costs due to extreme weather events"",
    ""mitigation"": ""Invest in renewable energy sources to reduce dependency on traditional power""
  },
  {
    ""risk"": ""Risk of damage to facilities due to increased frequency and severity of natural disasters"",
    ""mitigation"": ""Design and implement a disaster recovery plan to ensure continuity of operations""
  },
  {
    ""risk"": ""Health risks due to changing disease vectors caused by climate change"",
    ""mitigation"": ""Increase coverage for diseases likely to become more prevalent due to climate change""
  },
  {
    ""risk"": ""Increased costs due to government regulations related to climate change"",
    ""mitigation"": ""Actively monitor regulatory changes and adjust business strategy in accordance""
  },
  {
    ""risk"": ""Increased demand for services due to growing number of climate change related health issues"",
    ""mitigation"": ""Forecast possible future claim scenarios and ensure adequate reserves""
  },
  {
    ""risk"": ""Risk of reputation damage due to perceived lack of action on climate change"",
    ""mitigation"": ""Implement and communicate a clear sustainability strategy""
  }
]"
96,35,Health Care,3510,Health Care Equipment & Services,351030,Health Care Technology,35103010,Health Care Technology,"Companies providing information technology services primarily to health care providers. Includes companies providing application, systems and/or data processing software, internet-based tools, and IT consulting services to doctors, hospitals or businesses operating primarily in the Health Care Sector","[
  {
    ""risk"": ""Damage to physical infrastructure due to natural disasters amplified by climate change"",
    ""mitigation"": ""Invest in disaster-resistant infrastructure and contingency plans for network recovery""
  },
  {
    ""risk"": ""Increase in cooling costs for data centers due to global warming"",
    ""mitigation"": ""Invest in energy efficient cooling technologies and renewable energy sources""
  },
  {
    ""risk"": ""Disruption of services due to extreme weather events"",
    ""mitigation"": ""Develop robust disaster recovery and business continuity plans""
  },
  {
    ""risk"": ""Elevated energy costs due to fluctuations in fossil fuel market associated with climate change"",
    ""mitigation"": ""Diversifying energy sources and increasing energy efficiency""
  },
  {
    ""risk"": ""Regulatory risks related to carbon emissions and energy usage"",
    ""mitigation"": ""Enhance energy efficiency, use greener sources of energy, track and manage carbon footprint""
  },
  {
    ""risk"": ""Reputational risks due to perceived lack of action on climate change"",
    ""mitigation"": ""Proactively communicate climate change mitigation and adaptation efforts to stakeholders""
  },
  {
    ""risk"": ""Data breaches and cyber attacks amplified by climate change-related disasters"",
    ""mitigation"": ""Invest in robust cybersecurity measures and train staff on data security best practices""
  },
  {
    ""risk"": ""Disruption in supply chains due to extreme weather events"",
    ""mitigation"": ""Diversification of supplier base and implementing contingency plans""
  }
]"
97,35,Health Care,3520,"Pharmaceuticals, Biotechnology & Life Sciences",352010,Biotechnology,35201010,Biotechnology,"Companies primarily engaged in the research, development, manufacturing and/or marketing of products based on genetic analysis and genetic engineering. Includes companies specializing in protein-based therapeutics to treat human diseases. Excludes companies manufacturing products using biotechnology but without a health care application.","[
{
""risk"": ""Impacts of extreme weather disasters on operations"",
""mitigation"": ""Implementing disaster management plans and insurance coverage""
},
{
""risk"": ""Changes in agricultural yields due to changing climate affecting raw material availability"",
""mitigation"": ""Procurement diversification and investing in climate-resistant agricultural technologies""
},
{
""risk"": ""Water scarcity affecting operations"",
""mitigation"": ""Investing in water-efficient technologies""
},
{
""risk"": ""Regulatory risks related to carbon footprint and emissions"",
""mitigation"": ""Investing in eco-friendly and energy-efficient technologies""
},
{
""risk"": ""Potential health risks from increased exposure to diseases due to climate change"",
""mitigation"": ""Increasing research into treatments for diseases linked to climate change and improving employee health programs""
},
{
""risk"": ""Risks to company reputation if not seen as addressing climate change"",
""mitigation"": ""Implementing robust sustainability programs and transparently reporting on those efforts""
},
{
""risk"": ""Increased energy costs due to carbon pricing"",
""mitigation"": ""Investing in renewable energy sources and energy efficiency measures""
},
{
""risk"": ""Disruption of distribution networks due to extreme weather conditions"",
""mitigation"": ""Developing flexible and diverse distribution networks""
},
{
""risk"": ""Loss of business opportunities due to climate change related health concerns"",
""mitigation"": ""Investing in R&D for climate change related health issues""
}
]"
98,35,Health Care,3520,"Pharmaceuticals, Biotechnology & Life Sciences",352020,Pharmaceuticals,35202010,Pharmaceuticals,"Companies engaged in the research, development or production of pharmaceuticals. Includes veterinary drugs.","[
  {
    ""risk"": ""Extreme weather events disrupting supply chain"",
    ""mitigation"": ""Establishing diversified supply chain and sourcing strategies""
  },
  {
    ""risk"": ""Increased energy costs due to carbon pricing"",
    ""mitigation"": ""Investing in energy-efficient operations and renewable energy sources""
  },
  {
    ""risk"": ""Regulatory changes leading to increased costs"",
    ""mitigation"": ""Investing in research to develop environmentally friendly processes and staying updated with regulatory changes""
  },
  {
    ""risk"": ""Water scarcity affecting production"",
    ""mitigation"": ""Implementing water-efficient strategies and technologies""
  },
  {
    ""risk"": ""Increase in vector-borne diseases affecting staff health and productivity"",
    ""mitigation"": ""Ensuring good working conditions and workers health coverage""
  },
  {
    ""risk"": ""Climate-induced shifts in disease patterns affect demand for medicines"",
    ""mitigation"": ""Investing in research and development to cater shifting demands""
  },
  {
    ""risk"": ""Reputation damage due to perceived lack of environmental responsibility"",
    ""mitigation"": ""Implementing transparent, sustainable practices and active stakeholders engagement""
  },
  {
    ""risk"": ""Potential liabilities related to greenhouse gas emissions"",
    ""mitigation"": ""Implementing strategies to reduce carbon footprint""
  },
  {
    ""risk"": ""Physical damages to facilities due to extreme weather events"",
    ""mitigation"": ""Investing in facilities located in less risk-prone areas and ensuring adequate insurance""
  },
  {
    ""risk"": ""Changing global temperatures affecting drug efficacy"",
    ""mitigation"": ""Investing in research to improve drug storage and transport conditions""
  }
]"
99,35,Health Care,3520,"Pharmaceuticals, Biotechnology & Life Sciences",352030,Life Sciences Tools & Services,35203010,Life Sciences Tools & Services,"Companies enabling the drug discovery, development and production continuum by providing analytical tools, instruments, consumables & supplies, clinical trial services and contract research services. Includes firms primarily servicing the pharmaceutical and biotechnology industries.","[
  {
    ""risk"": ""Disruption of Supply Chain due to Extreme Weather Events"",
    ""mitigation"": ""Implement a risk management plan that includes alternate suppliers and diversification of supply chain.""
  },
  {
    ""risk"": ""Increased Energy Costs due to Regulatory Changes"",
    ""mitigation"": ""Invest in energy efficient technology and renewable energy sources.""
  },
  {
    ""risk"": ""Water Scarcity Impacting Manufacturing Processes"",
    ""mitigation"": ""Use water-efficient processes and equipment, and develop strategies for water recycling and conservation.""
  },
  {
    ""risk"": ""Product Quality affected by Temperature Changes"",
    ""mitigation"": ""Equip storage and transportation systems with temperature controls and monitoring systems.""
  },
  {
    ""risk"": ""Climate Change Regulatory Compliance"",
    ""mitigation"": ""Stay updated on climate change regulations, environmental laws and standards in markets where the company operates.""
  },
  {
    ""risk"": ""Damage to Infrastructure due to Extreme Weather"",
    ""mitigation"": ""Invest in infrastructure that can withstand extreme weather conditions and have insurance cover for natural disasters.""
  },
  {
    ""risk"": ""Dependence on Fossil Fuels"",
    ""mitigation"": ""Plan a transition towards renewable sources of energy for operations.""
  },
  {
    ""risk"": ""Reputational Damage due to Lack of Climate Action"",
    ""mitigation"": ""Develop a clear and comprehensive sustainability strategy, and communicate it effectively to stakeholders.""
  },
  {
    ""risk"": ""Biohazard Waste Management"", 
    ""mitigation"": ""Implement sustainable methods for waste management and disposal, including reducing, recycling and reusing waste where feasible.""
  }
]"
100,40,Financials,4010,Banks,401010,Banks,40101010,Diversified Banks,"Large, geographically diverse banks with a national footprint whose revenues are derived primarily from conventional banking operations, have significant business activity in retail banking and small and medium corporate lending, and provide a diverse range of financial services. Excludes banks classified in the Regional Banks and Thrifts & Mortgage Finance Sub-Industries. Also excludes investment banks classified in the Investment Banking & Brokerage Sub-Industry.","[
    {
        ""risk"": ""Physical risks due to extreme weather events leading to disruption in operations"",
        ""mitigation"": ""Invest in strengthening infrastructure, develop a robust disaster recovery and business continuity plans.""
    },
    {
        ""risk"": ""Transition risks due to policy changes towards low carbon economies affecting asset value"",
        ""mitigation"": ""Diversify portfolio, invest in green and sustainable assets and sectors.""
    },
    {
        ""risk"": ""Liability risks due to potential lawsuits linked to banks' contribution to climate change"",
        ""mitigation"": ""Embed environmental risk assessment within overall risk management practices, consider potential liability exposures in business strategies, maintain adequate insurance coverage.""
    },
    {
        ""risk"": ""Reputational risks due to negative public perception related to climate change"",
        ""mitigation"": ""Develop and implement clear climate change strategy, engage in stakeholder communication and engagement activities, align business practices with environmental sustainability""
    },
    {
        ""risk"": ""Stranded asset risks due to sudden devaluation of carbon-intensive assets"",
        ""mitigation"": ""Enhance asset-management procedures, shift investment towards low-carbon and climate resilient businesses""
    },
    {
        ""risk"": ""Credit risks due to client insolvency caused by climate-related events"",
        ""mitigation"": ""Integrate climate risk assessment into credit approval processes, promote client adaptation and resilience to climate-related risks.""
    },
    {
        ""risk"": ""Market risks due to shifts in supply and demand dynamics influenced by climate change"",
        ""mitigation"": ""Develop robust market risk management strategies, assess and model potential impacts of climate change on markets.""
    }
]"
101,40,Financials,4010,Banks,401010,Banks,40101015,Regional Banks,Commercial banks whose businesses are derived primarily from conventional banking operations and have significant business activity in retail banking and small and medium corporate lending. Regional banks tend to operate in limited geographic regions. Excludes companies classified in the Diversified Banks and Thrifts & Mortgage Banks sub-industries. Also excludes investment banks classified in the Investment Banking & Brokerage Sub-Industry.,"[{""risk"": ""Rising sea levels due to climate change leading to potential property loss for the bank and/or its customers"", ""mitigation"": ""Diversifying property investments and loans to areas less affected by rising sea levels""},
{""risk"": ""More frequent and severe weather events disrupting physical banking operations"", ""mitigation"": ""Investing in online banking technology and sturdy infrastructure to withstand extreme weather""},  
{""risk"": ""Changes in regulations due to climate change policies affecting the banking industry"", ""mitigation"": ""Hiring a regulatory affairs team to stay apprised of changes and ensure compliance""},  
{""risk"": ""Carbon-heavy industries in the lending portfolio suffering hits due to climate policy changes"", ""mitigation"": ""Ensuring a balanced portfolio with enough climate-friendly businesses""},  
{""risk"": ""A rise in insurance claims due to climate-related events affecting customers' ability to repay loans"", ""mitigation"": ""Factoring clients' geographical location and exposure to climate-related risks into loan approval processes""},
{""risk"": ""Pressure from stakeholders to divest from fossil fuels and other businesses contributing to climate change"", ""mitigation"": ""Creating a sustainable investment strategy and actively communicating it to stakeholders""},  
{""risk"": ""Climate-related events causing loan defaulters to increase"", ""mitigation"": ""Increasing loan loss reserves and investing in robust risk management systems""}]"
