,SectorId,Sector,IndustryGroupId,IndustryGroup,IndustryId,Industry,SubIndustryId,SubIndustry,SubIndustryDescription,climate_risk,risk_mitigation
46,20,Industrials,2030,Transportation,203050,Transportation Infrastructure,20305010,Airport Services,Operators of airports and companies providing related services.,"[
  'Extreme weather events impacting operations',
  'Rising sea levels affecting airport infrastructure',
  'Changes in storm patterns leading to flight disruptions',
  'Decreased passenger traffic due to climate-related disasters',
  'Increased operating costs for adapting to climate change'
]","[""1. Regularly update software to patch security vulnerabilities"", ""2. Implementing strong access controls and password policies"", ""3. Conducting regular security assessments and penetration testing"", ""4. Implementing data encryption for sensitive information"", ""5. Developing a clear incident response plan and conducting training exercises for employees""]"
47,20,Industrials,2030,Transportation,203050,Transportation Infrastructure,20305020,Highways & Railtracks,"Owners and operators of roads, tunnels and railtracks.","['Extreme weather events such as floods, landslides, or hurricanes', 'Sea level rise impacting infrastructure near coastlines', 'Increased frequency of heatwaves affecting employees working outdoors', 'Disruption of supply chains due to weather-related disasters', 'Damage to infrastructure from extreme weather events']","['- Conduct regular security audits', '- Implement data encryption', '- Train employees on cybersecurity best practices', '- Keep software and systems updated', '- Backup data regularly', '- Implement access control measures']"
48,20,Industrials,2030,Transportation,203050,Transportation Infrastructure,20305030,Marine Ports & Services,Owners and operators of marine ports and related services.,"['Sea level rise','Extreme weather events','Disruption of supply chains','Damage to infrastructure from storms and floods','Regulatory changes impacting port operations']","['Implementing regular security updates', 'Enforcing strong password policies', 'Training employees on security best practices', 'Implementing data encryption', 'Regularly backing up data']"
49,25,Consumer Discretionary,2510,Automobiles & Components,251010,Auto Components,25101010,Auto Parts & Equipment,Manufacturers of parts and accessories for automobiles and motorcycles. Excludes companies classified in the Tires & Rubber Sub-Industry.,"['Climate change impacts on supply chains', 'Increased frequency and intensity of extreme weather events', 'Regulatory changes related to emissions standards', 'Rising energy costs due to climate-related disruptions', 'Physical risks to infrastructure from sea level rise']","['Implementing regular backup procedures', 'Enhancing physical security measures', 'Implementing encryption for sensitive data', 'Implementing access control measures']"
50,25,Consumer Discretionary,2510,Automobiles & Components,251010,Auto Components,25101020,Tires & Rubber,Manufacturers of tires and rubber.,"['Extreme weather events (such as storms and hurricanes), supply chain disruptions due to climate-related disasters, increased costs associated with resource scarcity and regulation, reputational damage due to perceived lack of sustainability efforts']","[
  ""Implementing regular security updates and patches"",
  ""Conducting regular security assessments and audits"",
  ""Enforcing strong password policies"",
  ""Implementing multi-factor authentication"",
  ""Implementing regular data backups"",
  ""Training employees on cybersecurity best practices""
]"
51,25,Consumer Discretionary,2510,Automobiles & Components,251020,Automobiles,25102010,Automobile Manufacturers,Companies that produce mainly passenger automobiles and light trucks. Excludes companies producing mainly motorcycles and three-wheelers classified in the Motorcycle Manufacturers Sub-Industry and heavy duty trucks classified in the Construction Machinery & Heavy Trucks Sub-Industry.,"[""1. Increased regulations and carbon pricing on emissions from passenger vehicles"",
""2. Stricter fuel efficiency standards impacting the production and sale of automobiles"",
""3. Supply chain disruptions due to extreme weather events affecting production of vehicles"",
""4. Fluctuating costs of raw materials for manufacturing cars due to climate-related events"",
""5. Decreased consumer demand for less fuel-efficient vehicles in response to climate change concerns""]","['Implementing regular security updates', 'Conducting regular security audits', 'Implementing strong access control measures', 'Providing cybersecurity training for employees']"
52,25,Consumer Discretionary,2510,Automobiles & Components,251020,Automobiles,25102020,Motorcycle Manufacturers,"Companies that produce motorcycles, scooters or three-wheelers. Excludes bicycles classified in the Leisure Products Sub-Industry.","['Extreme weather events (such as hurricanes or flooding)', 'Supply chain disruptions due to climate-related disasters', 'Regulatory changes impacting emissions standards for vehicles', 'Increasing costs of raw materials due to climate-related supply chain issues', 'Decreased consumer interest in motorized vehicles due to climate change awareness']","[
""1. Implement regular security updates and patches for software to mitigate the risk of cyber attacks."",
""2. Conduct thorough background checks on employees to reduce the risk of insider threats."",
""3. Back up data regularly to prevent data loss in case of hardware failure or cyber attacks."",
""4. Implement access controls and strong password policies to protect confidential information from unauthorized access."",
""5. Purchase cyber insurance to mitigate financial losses in case of a data breach or cyber attack.""
]"
53,25,Consumer Discretionary,2520,Consumer Durables & Apparel,252010,Household Durables,25201010,Consumer Electronics,"Manufacturers of consumer electronics products including TVs, home audio equipment, game consoles, digital cameras, and related products. Excludes personal home computer manufacturers classified in the Technology Hardware, Storage & Peripherals Sub-Industry, and electric household appliances classified in the Household Appliances Sub-Industry.","[
""Supply chain disruptions due to extreme weather events affecting raw material sourcing"",
""Decreased consumer demand for energy-intensive products in response to climate change concerns"",
""Increased energy costs for manufacturing facilities due to carbon pricing or regulations"",
""Regulatory changes impacting the disposal and recycling of electronic waste"",
""Potential damage to manufacturing facilities from extreme weather events like hurricanes or floods""
]","[
  'Implementing regular security updates',
  'Backing up data frequently',
  'Training employees on cybersecurity best practices',
  'Implementing multi-factor authentication for important accounts'
]"
54,25,Consumer Discretionary,2520,Consumer Durables & Apparel,252010,Household Durables,25201020,Home Furnishings,"Manufacturers of soft home furnishings or furniture, including upholstery, carpets and wall-coverings.","[
    'Supply chain disruptions due to extreme weather events',
    'Increased material costs due to resource scarcity',
    'Regulatory changes impacting production processes',
    'Destruction of inventory and facilities from natural disasters',
    'Decreased consumer demand for non-sustainable products',
    'Impact on the availability and cost of raw materials'
]","['Identify and assess potential risks early on', 'Develop a contingency plan', 'Ensure clear communication and documentation', 'Regularly monitor and update risk assessments', 'Implement proper training and protocols for risk management']"
55,25,Consumer Discretionary,2520,Consumer Durables & Apparel,252010,Household Durables,25201030,Homebuilding,Residential construction companies. Includes manufacturers of prefabricated houses and semi-fixed manufactured homes.,"['Extreme weather events (storms, flooding)',
'Changing legislation and regulations regarding energy efficiency',
'Rising costs of materials due to supply chain disruptions from climate change impacts']","[]
"
56,25,Consumer Discretionary,2520,Consumer Durables & Apparel,252010,Household Durables,25201040,Household Appliances,"Manufacturers of electric household appliances and related products. Includes manufacturers of power and hand tools, including garden improvement tools. Excludes TVs and other audio and video products classified in the Consumer Electronics Sub-Industry and personal computers classified in the Technology Hardware, Storage & Peripherals Sub-Industry.","['Supply chain disruption due to extreme weather events', 'Increased energy costs due to climate change regulations', 'Risk of water scarcity impacting production processes', 'Resilience of manufacturing facilities to extreme weather events', 'Potential restrictions on material sourcing due to climate change']","[
  'Implementing regular security updates and patches',
  'Training employees on cybersecurity best practices',
  'Implementing multi-factor authentication',
  'Regularly backing up data',
  'Using encryption to protect sensitive information'
]"
57,25,Consumer Discretionary,2520,Consumer Durables & Apparel,252010,Household Durables,25201050,Housewares & Specialties,"Manufacturers of durable household products, including cutlery, cookware, glassware, crystal, silverware, utensils, kitchenware and consumer specialties not classified elsewhere.","[
  'Supply chain disruptions due to extreme weather events',
  'Increased operating costs due to changes in energy and resource availability',
  'Changes in consumer demand due to shifting climate preferences',
  'Regulatory changes impacting production processes and materials',
  'Risk of damage to infrastructure and facilities from natural disasters',
  'Increased insurance costs due to climate-related risks',
  'Impacts on raw material availability and pricing'
]","['Maintaining regular backups of important data', 'Implementing encryption measures for sensitive information', 'Training employees on proper security protocols', 'Regularly updating software and systems to patch vulnerabilities', 'Implementing multi-factor authentication for user accounts']"
58,25,Consumer Discretionary,2520,Consumer Durables & Apparel,252020,Leisure Products,25202010,Leisure Products,"Manufacturers of leisure products and equipment including sports equipment, bicycles and toys.","['Extreme weather events', 'Supply chain disruptions', 'Increased costs for raw materials', 'Regulatory changes impacting manufacturing processes', 'Changes in consumer preferences towards more sustainable products']","['Ensure regular security updates are applied', 'Implement strong authentication methods', 'Regularly backup data', 'Train employees on cybersecurity best practices']"
59,25,Consumer Discretionary,2520,Consumer Durables & Apparel,252030,"Textiles, Apparel & Luxury Goods",25203010,"Apparel, Accessories & Luxury Goods","Manufacturers of apparel, accessories & luxury goods. Includes companies primarily producing designer handbags, wallets, luggage, jewelry and watches. Excludes shoes classified in the Footwear Sub-Industry.","[
   ""Supply chain disruptions due to extreme weather events"",
   ""Increased costs for sourcing materials due to climate-related impacts on agriculture"",
   ""Decreased consumer demand for luxury goods in areas affected by climate change"",
   ""Risk of damage to physical stores or distribution centers from severe weather events"",
   ""Regulatory changes impacting production processes and distribution channels""
]","['Ensure all employees undergo regular cybersecurity training and awareness programs', 'Implement strong access control measures to restrict unauthorized access to sensitive data', 'Backup important data regularly and securely store them in offsite locations', 'Conduct regular security audits and vulnerability assessments', 'Implement multi-factor authentication for all systems and accounts']"
60,25,Consumer Discretionary,2520,Consumer Durables & Apparel,252030,"Textiles, Apparel & Luxury Goods",25203020,Footwear,Manufacturers of footwear. Includes sport and leather shoes.,"[""Supply chain disruptions due to extreme weather events"", ""Increased cost of raw materials due to climate-related factors"", ""Potential damage to production facilities from natural disasters"", ""Decreased consumer demand for leather products due to sustainability concerns"", ""Regulatory changes impacting production processes and waste disposal""]","[
    'Regularly backup data to prevent data loss', 
    'Implement security measures to protect against cyber attacks', 
    'Train employees on proper protocols to prevent human error', 
    'Diversify investments to reduce financial risks', 
    'Monitor market trends to anticipate and mitigate potential economic risks'
]"
61,25,Consumer Discretionary,2520,Consumer Durables & Apparel,252030,"Textiles, Apparel & Luxury Goods",25203030,Textiles,"Manufacturers of textile and related products not classified in the Apparel, Accessories & Luxury Goods, Footwear or Home Furnishings Sub-Industries.","[
  ""Risks related to supply chain disruptions due to extreme weather events"",
  ""Increased costs of materials due to climate change impacts"",
  ""Regulatory risks related to environmental policies and carbon emissions"",
  ""Reputational risks from not having sustainable practices in place""
]","['Implementing regular security updates and patches', 'Enforcing strict access controls', 'Regularly backing up important data', 'Implementing multi-factor authentication']"
62,25,Consumer Discretionary,2530,Consumer Services,253010,"Hotels, Restaurants & Leisure",25301010,Casinos & Gaming,Owners and operators of casinos and gaming facilities. Includes companies providing lottery and betting services.,"['Extreme weather events, water scarcity, regulatory changes related to carbon emissions, increased operational costs due to energy consumption, reputational risks related to sustainability practices, potential impact on tourism and customer footfall due to climate change']","['Ensure regular backups of critical data are maintained', 'Implement strong cybersecurity measures such as firewalls and encryption', 'Regularly update software and systems to patch vulnerabilities', 'Train employees on security best practices and potential threats', 'Establish a response plan in the event of a security breach']"
63,25,Consumer Discretionary,2530,Consumer Services,253010,"Hotels, Restaurants & Leisure",25301020,"Hotels, Resorts & Cruise Lines","Owners and operators of hotels, resorts and cruise-ships. Includes travel agencies, tour operators and related services not classified elsewhere . Excludes casino-hotels classified in the Casinos & Gaming Sub-Industry.","['Extreme weather events, such as hurricanes or wildfires', 'Rising sea levels affecting coastal properties', 'Changes in tourism patterns due to climate change awareness', 'Regulatory changes impacting carbon emissions and energy usage', 'Decreased customer interest in travel due to climate concerns']","['Ensure regular backups of important data', 'Implement strong cybersecurity measures such as firewalls and antivirus software', 'Train employees on best practices for data security', 'Have a contingency plan in place for potential data breaches', 'Regularly update software and systems to patch any vulnerabilities']"
64,25,Consumer Discretionary,2530,Consumer Services,253010,"Hotels, Restaurants & Leisure",25301030,Leisure Facilities,"Owners and operators of leisure facilities, including sport and fitness centers, stadiums, golf courses and amusement parks not classified in the Movies & Entertainment Sub-Industry.","['Extreme weather events', 'Decreased attendance due to extreme heat or cold', 'Increased insurance costs due to climate-related risks', 'Damages to infrastructure from storms or flooding', 'Changes in customer preferences for outdoor activities due to climate change', 'Shorter operating seasons due to temperature fluctuations']","['Ensure regular data backups', 'Implement strong access control measures', 'Train employees on cybersecurity best practices', 'Update software and systems regularly']"
65,25,Consumer Discretionary,2530,Consumer Services,253010,"Hotels, Restaurants & Leisure",25301040,Restaurants,"Owners and operators of restaurants, bars, pubs, fast-food or take-out facilities. Includes companies that provide food catering services.","['Extreme weather events impacting supply chain and distribution, water scarcity affecting agriculture and food production, increased energy costs due to climate change regulations, damage to infrastructure from natural disasters, disruption of food supply due to changing weather patterns.']","['Implementing strict access controls', 'Regular security training for employees', 'Implementing encryption protocols', 'Regularly updating software and systems', 'Conducting regular security audits', 'Implementing a disaster recovery plan']"
66,25,Consumer Discretionary,2530,Consumer Services,253020,Diversified Consumer Services,25302010,Education Services,"Companies providing educational services, either on-line or through conventional teaching methods. Includes, private universities, correspondence teaching, providers of educational seminars, educational materials and technical education. Excludes companies providing employee education programs classified in the Human Resources & Employment Services Sub-Industry","['Increased energy costs for running online platforms and facilities', 'Disruption of classes or services due to extreme weather events', 'Damage to physical infrastructure from natural disasters like hurricanes or flooding', 'Loss of income due to decreased enrollment related to climate-related events', 'Negative impact on student health and well-being from air pollution or extreme temperatures']","['Implementing strict access controls', 'Regularly updating software and security patches', 'Training employees on cybersecurity best practices', 'Regularly conducting security audits and assessments']"
67,25,Consumer Discretionary,2530,Consumer Services,253020,Diversified Consumer Services,25302020,Specialized Consumer Services,"Companies providing consumer services not classified elsewhere. Includes residential services, home security, legal services, personal services, renovation & interior design services, consumer auctions and wedding & funeral services.","['Extreme weather events', 'Resource scarcity', 'Supply chain disruption', 'Regulatory changes', 'Customer demand shifts', 'Brand reputation damage', 'Increased operational costs']","[
""Implementing regular security updates for all systems"",
""Training employees on cybersecurity best practices"",
""Backing up data regularly to prevent data loss"",
""Implementing multi-factor authentication for sensitive accounts"",
""Increasing physical security measures to protect against theft or vandalism""
]"
68,25,Consumer Discretionary,2550,Retailing,255010,Distributors,25501010,Distributors,Distributors and wholesalers of general merchandise not classified elsewhere. Includes vehicle distributors.,"['Extreme weather events', 'Supply chain disruptions', 'Increased transportation costs due to changing weather patterns', 'Regulatory changes impacting vehicle emissions standards', 'Changes in consumer purchasing behavior due to climate concerns']","['Investing in cybersecurity measures', 'Regularly updating software and systems', 'Implementing disaster recovery plans', 'Training employees in security best practices']"
69,25,Consumer Discretionary,2550,Retailing,255020,Internet & Direct Marketing Retail,25502020,Internet & Direct Marketing Retail,"Companies providing retail services primarily on the Internet, through mail order, and TV home shopping retailers. Also includes companies providing online marketplaces for consumer products and services.","['Sea level rise affecting logistics operations',
'Extreme weather disrupting supply chain',
'Power outages impacting online operations',
'Water scarcity affecting product production',
'Increased frequency of natural disasters affecting warehouses and distribution centers',
'Reputation damage due to lack of sustainable practices',
'Regulatory changes impacting ecommerce activities']","['Keep backups of important data', 'Regularly update software and security measures', 'Implement strong password policies', 'Provide security training to employees', 'Have a disaster recovery plan in place']"
70,25,Consumer Discretionary,2550,Retailing,255030,Multiline Retail,25503010,Department Stores,Owners and operators of department stores.,"[
  'Supply chain disruptions due to extreme weather events',
  'Decreased foot traffic in physical stores due to changing weather patterns',
  'Increased costs for heating or cooling large retail spaces',
  'Damage to inventory or store locations from natural disasters such as hurricanes or wildfires'
]","[
""Regularly update software and systems"",
""Implement access controls and encryption"",
""Train employees on cybersecurity best practices"",
""Backup critical data regularly"",
""Implement firewalls and antimalware software""
]"
71,25,Consumer Discretionary,2550,Retailing,255030,Multiline Retail,25503020,General Merchandise Stores,Owners and operators of stores offering diversified general merchandise. Excludes hypermarkets and large-scale super centers classified in the Hypermarkets & Super Centers Sub-Industry.,"['Extreme weather events (e.g. hurricanes, floods)', 'Supply chain disruptions due to climate-related factors', 'Increased operational costs related to energy usage and efficiency', 'Decreased consumer demand for products deemed unsustainable', 'Regulatory changes impacting business practices related to climate change']","['Implementing regular security patches and updates', 'Conducting regular security audits', 'Training employees on security best practices', 'Implementing multi-factor authentication', 'Encrypting sensitive data', 'Back up critical data regularly']"
72,25,Consumer Discretionary,2550,Retailing,255040,Specialty Retail,25504010,Apparel Retail,Retailers specialized mainly in apparel and accessories.,"[
  ""Supply chain disruptions due to extreme weather events"",
  ""Damage to physical stores from natural disasters"",
  ""Decreased consumer demand for seasonal clothing due to shifting weather patterns"",
  ""Increased costs for energy and transportation due to climate change mitigation measures"",
  ""Regulatory changes impacting the sourcing and production of apparel materials""
]","['Implementing regular security updates', 'Implementing multi-factor authentication', 'Training employees on cybersecurity best practices', 'Regularly backing up data', 'Creating a disaster recovery plan']"
73,25,Consumer Discretionary,2550,Retailing,255040,Specialty Retail,25504020,Computer & Electronics Retail,"Owners and operators of consumer electronics, computers, video and related products retail stores.","['Supply chain disruptions due to extreme weather events', 'Increased costs of energy due to climate change regulations', 'Physical damage to stores from natural disasters', 'Decreased consumer demand for electronics products due to climate change impacts']","['Ensure regular software updates', 'Implement strong password policies', 'Encrypt sensitive data', 'Backup critical data regularly', 'Train employees on cybersecurity best practices']"
74,25,Consumer Discretionary,2550,Retailing,255040,Specialty Retail,25504030,Home Improvement Retail,Owners and operators of home and garden improvement retail stores. Includes stores offering building materials and supplies.,"[
""Extreme weather events impacting supply chain"",
""Decrease in demand for outdoor products due to climate change"",
""Increased cost of building materials due to resource scarcity""
]","['Train employees on best security practices', 'Implement firewalls and antivirus software', 'Regularly backup data', 'Use multi-factor authentication for all systems', 'Conduct regular security audits and assessments']"
75,25,Consumer Discretionary,2550,Retailing,255040,Specialty Retail,25504040,Specialty Stores,"Owners and operators of specialty retail stores not classified elsewhere. Includes jewelry stores, toy stores, office supply stores, health & vision care stores, and book & entertainment stores.","['Supply chain disruptions due to extreme weather events', 'Property damage from natural disasters like hurricanes or floods', 'Decreased foot traffic or sales during heatwaves or severe weather', 'Increased operating costs for heating or cooling due to fluctuating temperatures', 'Health risks for employees and customers due to extreme temperatures or poor air quality', 'Impact on production and distribution of goods due to climate change-induced events']","['1. Implement regular security updates and patches for software systems',
'2. Conduct regular security audits and vulnerability assessments',
'3. Implement strong access controls and authentication mechanisms',
'4. Provide employee training on cybersecurity best practices',
'5. Implement data encryption for sensitive information',
'6. Establish a response plan for security incidents']"
76,25,Consumer Discretionary,2550,Retailing,255040,Specialty Retail,25504050,Automotive Retail,"Owners and operators of stores specializing in automotive retail. Includes auto dealers, gas stations, and retailers of auto accessories, motorcycles & parts, automotive glass, and automotive equipment & parts.","[
""Extreme weather events affecting store locations and supply chains"",
""Rising insurance premiums due to increased climate-related risks"",
""Market shifts towards electric vehicles impacting sales of traditional gasoline-powered vehicles"",
""Regulatory changes towards sustainable practices potentially increasing operational costs"",
""Supply chain disruptions due to climate-related disasters affecting product availability"",
""Decreased customer foot traffic due to extreme weather conditions"",
""Increased costs for energy and utilities as a result of climate-related changes""
]","['']

(Note: The context provided does not include any specific risks to provide risk mitigations for. Therefore, the response is an empty list.)"
77,25,Consumer Discretionary,2550,Retailing,255040,Specialty Retail,25504060,Homefurnishing Retail,"Owners and operators of furniture and home furnishings retail stores. Includes residential furniture, homefurnishings, housewares, and interior design. Excludes home and garden improvement stores, classified in the Home Improvement Retail Sub-Industry.","['Supply chain disruptions due to extreme weather events', 'Damage to physical stores from natural disasters', 'Decreased consumer spending on non-essential items during economic downturns influenced by climate change', 'Increased costs for sourcing sustainable materials in response to climate change regulations', 'Loss of customers due to changing consumer preferences towards eco-friendly products']","['Implementing regular security updates and patches', 'Implementing strong access controls', 'Regularly backing up data', 'Employee training on security best practices', 'Implementing a disaster recovery plan']"
78,30,Consumer Staples,3010,Food & Staples Retailing,301010,Food & Staples Retailing,30101010,Drug Retail,Owners and operators of primarily drug retail stores and pharmacies.,"[""Extreme weather events, supply chain disruptions, increased cost of medications due to climate-related diseases, infrastructure damage to store locations, health impacts on employees and customers due to air quality issues, regulatory changes impacting pharmaceutical sales.""]","[""1. Implementing strict access controls to protect sensitive data"", ""2. Regularly backing up data to prevent loss in case of data breach or system failure"", ""3. Conducting regular security audits and assessments to identify and address vulnerabilities"", ""4. Training employees on cybersecurity best practices to reduce the risk of human error"", ""5. Investing in robust cybersecurity tools and technologies to detect and prevent cyber attacks""]"
79,30,Consumer Staples,3010,Food & Staples Retailing,301010,Food & Staples Retailing,30101020,Food Distributors,Distributors of food products to other companies and not directly to the consumer.,"[
  'Supply chain disruptions due to extreme weather events',
  'Increased transportation costs due to climate-related disasters',
  'Changes in agricultural production impacting product availability and pricing',
  'Regulatory changes affecting food distribution operations',
  'Potential damage to infrastructure and facilities from climate-related events'
]","['Ensure regular backups are performed', 'Implement strong password policies', 'Regularly update software and systems', 'Train employees on cybersecurity best practices']"
80,30,Consumer Staples,3010,Food & Staples Retailing,301010,Food & Staples Retailing,30101030,Food Retail,Owners and operators of primarily food retail stores.,"[
  'Supply chain disruptions due to extreme weather events',
  'Decreased crop yields and quality due to changing climate conditions',
  'Increased energy costs for refrigeration and air conditioning due to rising temperatures',
  'Water scarcity affecting food production and availability',
  'Regulatory changes impacting packaging and waste management'
]","['Identify project risks early', 'Create a risk management plan', 'Regularly monitor and review risks', 'Implement risk mitigation strategies', 'Communicate effectively with stakeholders about risks']"
81,30,Consumer Staples,3010,Food & Staples Retailing,301010,Food & Staples Retailing,30101040,Hypermarkets & Super Centers,"Owners and operators of hypermarkets and super centers selling food and a wide-range of consumer staple products. Excludes Food and Drug Retailers classified in the Food Retail and Drug Retail Sub-Industries, respectively.","['Extreme weather events (such as hurricanes or droughts)', 'Supply chain disruptions due to climate change impacts', 'Food product shortages due to crop failures', 'Increased energy costs for operating super centers', 'Regulatory changes impacting waste management and sustainability efforts']","['Training employees on data security measures', 'Implementing regular software updates', 'Using encryption for sensitive data', 'Establishing a strong incident response plan', 'Performing regular security audits']"
82,30,Consumer Staples,3020,"Food, Beverage & Tobacco",302010,Beverages,30201010,Brewers,Producers of beer and malt liquors. Includes breweries not classified in the Restaurants Sub-Industry.,"['Water scarcity', 'Extreme weather events impacting supply chain', 'Regulatory changes affecting production processes', 'Shifting consumer preferences towards sustainable brands', 'Increased costs due to carbon taxes or emissions regulations']","['Identify and document risks', 'Develop risk response strategies', 'Monitor and control risks', 'Communicate and report risks to stakeholders', 'Implement risk management processes']"
83,30,Consumer Staples,3020,"Food, Beverage & Tobacco",302010,Beverages,30201020,Distillers & Vintners,"Distillers, vintners and producers of alcoholic beverages not classified in the Brewers Sub-Industry.","[
'Changes in temperature and extreme weather events impacting production of key ingredients',
'Water scarcity affecting the availability of water for production processes',
'Increased regulation and taxes related to carbon emissions and environmental impact of production',
'Disruption of supply chains due to climate-related events such as droughts or floods',
'Negative impact on brand reputation due to perceived lack of sustainability efforts in response to climate change'
]","['Implementing regular system updates', 'Conducting regular security audits', 'Providing employee training on cybersecurity best practices', 'Implementing strong password policies', 'Utilizing multi-factor authentication']"
84,30,Consumer Staples,3020,"Food, Beverage & Tobacco",302010,Beverages,30201030,Soft Drinks,Producers of non-alcoholic beverages including mineral waters. Excludes producers of milk classified in the Packaged Foods Sub-Industry.,"['Extreme weather events (flooding, droughts, hurricanes)', 'Water scarcity/quality issues', 'Supply chain disruptions', 'Regulatory changes impacting ingredients or packaging', 'Shifting consumer preferences towards more sustainable products']","[""1. Implement regular security audits of the system"",
""2. Invest in cybersecurity training for employees"",
""3. Backup data regularly to prevent data loss"",
""4. Implement multi-factor authentication for sensitive accounts"",
""5. Develop and maintain a robust incident response plan"",
""6. Purchase cyber insurance to protect against financial losses"",
""7. Keep software and systems up to date to prevent vulnerabilities"",
""8. Limit access to sensitive information to only authorized personnel""]"
85,30,Consumer Staples,3020,"Food, Beverage & Tobacco",302020,Food Products,30202010,Agricultural Products,"Producers of agricultural products. Includes crop growers, owners of plantations and companies that produce and process foods but do not package and market them. Excludes companies classified in the Forest Products Sub-Industry and those that package and market the food products classified in the Packaged Foods Sub-Industry.","['Decreased crop yields due to extreme weather events', 'Pests and diseases affecting crops', 'Water scarcity impacting irrigation', 'Changes in temperature affecting plant growth', 'Market volatility due to changing consumer preferences related to climate change']","[]
"
86,30,Consumer Staples,3020,"Food, Beverage & Tobacco",302020,Food Products,30202030,Packaged Foods & Meats,"Producers of packaged foods including dairy products, fruit juices, meats, poultry, fish and pet foods.","[
'Changes in temperature and precipitation affecting crop yields',
'Water scarcity impacting production of ingredients such as fruits and vegetables',
'Extreme weather events disrupting supply chain and transportation',
'Health risks from foodborne illnesses due to changing climate conditions',
'Increased costs for energy and water',
'Reputation damage from not addressing environmental impact',
'Regulatory changes affecting packaging materials and waste management'
]","['Identify potential risks early on', 'Implement regular risk assessments and updates', 'Develop contingency plans for identified risks', 'Train staff on risk management procedures', 'Continuously monitor and review risk mitigation strategies']"
87,30,Consumer Staples,3020,"Food, Beverage & Tobacco",302030,Tobacco,30203010,Tobacco,Manufacturers of cigarettes and other tobacco products.,"[
  'Regulatory changes impacting sales and distribution',
  'Increased taxes on tobacco products',
  'Consumer shift towards healthier lifestyles reducing demand',
  'Litigation risks related to health concerns',
  'Supply chain disruptions due to extreme weather events'
]","[
 ""Implementing regular security updates and patches"",
 ""Training employees on cybersecurity best practices"",
 ""Implementing multi-factor authentication"",
 ""Regularly backing up important data"",
 ""Investing in cybersecurity insurance""
]"
88,30,Consumer Staples,3030,Household & Personal Products,303010,Household Products,30301010,Household Products,"Producers of non-durable household products, including detergents, soaps, diapers and other tissue and household paper products not classified in the Paper Products Sub-Industry.","['Extreme weather events', 'Supply chain disruptions', 'Regulatory changes', 'Increased resource costs', 'Consumer demand shifts']","['Ensure regular backups of important data', 'Implement firewalls and security protocols', 'Train employees on cybersecurity best practices', 'Regularly update software and systems', 'Create a crisis management plan']"
89,30,Consumer Staples,3030,Household & Personal Products,303020,Personal Products,30302010,Personal Products,"Manufacturers of personal and beauty care products, including cosmetics and perfumes.","[""Supply chain disruptions due to extreme weather events"",
""Regulatory changes impacting product ingredients"",
""Consumer preferences shifting towards sustainable products"",
""Increasing costs of raw materials due to climate-related factors"",
""Potential reputational damage from not addressing climate change issues"",
""Physical damage to facilities from natural disasters"",
""Legal liabilities related to environmental pollution or waste disposal"",
""Increased energy costs due to climate change mitigation measures""]","['Implementing regular security updates', 'Providing employee training on cybersecurity best practices', 'Implementing multi-factor authentication', 'Backing up data regularly', 'Implementing access controls to limit who can access sensitive information']"
90,35,Health Care,3510,Health Care Equipment & Services,351010,Health Care Equipment & Supplies,35101010,Health Care Equipment,"Manufacturers of health care equipment and devices. Includes medical instruments, drug delivery systems, cardiovascular & orthopedic devices, and diagnostic equipment.","['Extreme weather events impacting production facilities', 'Supply chain disruptions due to climate-related disasters', 'Decreased demand for medical devices in regions affected by climate change', 'Regulatory changes related to the environmental impact of medical equipment manufacturing', 'Increased energy and water costs due to changing climate conditions']","['Implementing strict access control measures', 'Regular backups and data recovery procedures', 'Training employees on cybersecurity best practices', 'Regular security audits and vulnerability assessments', 'Implementing multi-factor authentication', 'Developing an incident response plan']"
91,35,Health Care,3510,Health Care Equipment & Services,351010,Health Care Equipment & Supplies,35101020,Health Care Supplies,"Manufacturers of health care supplies and medical products not classified elsewhere. Includes eye care products, hospital supplies, and safety needle & syringe devices.","['Supply chain disruptions due to extreme weather events', 'Regulatory changes impacting production processes', 'Increase in raw material costs due to climate-related factors', 'Damage to manufacturing facilities from natural disasters', 'Health risks to employees from heat stress or air pollution', 'Risk of reduced demand for products due to climate-related health concerns']","['Ensure regular backups of important data are performed', 'Implement strong password policies', 'Train employees on cybersecurity best practices', 'Use firewalls and antivirus software to protect against malware']"
92,35,Health Care,3510,Health Care Equipment & Services,351020,Health Care Providers & Services,35102010,Health Care Distributors,Distributors and wholesalers of health care products not classified elsewhere.,"['Extreme weather events, supply chain disruptions, regulatory changes, resource scarcity, reputational damage, increased operating costs']","[""1. Developing a comprehensive risk management plan.
2. Regularly monitoring and updating the risk register.
3. Implementing proper safety protocols and procedures.
4. Training employees on risk awareness and mitigation strategies.
5. Conducting regular audits and inspections to identify potential risks.
6. Establishing clear communication channels for reporting hazards and incidents.
7. Enforcing strict compliance with regulations and standards.
8. Investing in proper equipment and technology to reduce risks.
9. Building a strong safety culture within the organization.
10. Collaborating with industry experts and consultants for risk assessment.""]"
